snumber,regine,main,region,altitude,lon,lat,Ttrend_deg/yr
19600012,196,12,finn,868.0,18.5494147369,68.7223494475,0.04346122359870833
20900004,209,4,finn,806.0,21.9176192942,69.78567169909999,0.043326327782645745
19600011,196,11,finn,740.0,19.581081202,69.0229805343,0.0567902367760835
19600035,196,35,finn,713.0,18.6583375244,69.0349282602,0.05628557270088329
20800002,208,2,finn,548.0,21.3763954222,69.9003319278,0.04193588524067223
21300002,213,2,finn,457.0,23.5534396141,70.106674463,0.04274774973487119
22300001,223,1,finn,441.0,24.8833008425,70.1763363236,0.043421660605998974
22400001,224,1,finn,345.0,25.085420092199996,69.8369901977,0.03900000000000092
19600007,196,7,finn,273.0,18.8820667741,69.2629743252,0.04151083769977537
24400002,244,2,finn,212.0,29.321308144899998,69.7007173953,0.0374520547945207
24600009,246,9,finn,131.0,29.717045206599998,69.40015441199999,0.03648551538288788
15600013,156,13,nord,924.0,14.316014331600002,66.4723690112,0.0526872657219402
15600008,156,8,nord,902.0,14.224826589300001,66.4808882322,0.04382357689866861
16300005,163,5,nord,834.0,15.410687646900001,66.81479810229999,0.0657434221068296
15600010,156,10,nord,804.0,13.878476031300002,66.4567164074,0.04697914578053746
16700003,167,3,nord,680.0,15.989289248099999,67.6238643486,0.045640033866935104
16300006,163,6,nord,664.0,15.1465539059,66.9356041186,0.0731080942496622
15100028,151,28,nord,660.0,13.2907325225,65.6215448807,0.05619878011723335
14400001,144,1,nord,625.0,12.6697943493,65.03851600760001,0.047241277224186
16200003,162,3,nord,520.0,14.982532615799999,67.0837367551,0.0814395243565472
15300001,153,1,nord,516.0,13.1171930224,66.0937621928,0.04979115732669976
16600001,166,1,nord,500.0,15.761407283699999,67.4513525157,0.0487036081580498
15700003,157,3,nord,471.0,13.1807689302,66.3926258746,0.03833707293591174
15600015,156,15,nord,445.0,13.8108700697,66.2930072954,0.037742577261491356
15200004,152,4,nord,436.0,13.3076484748,65.9050580957,0.06072096295332321
17200005,172,5,nord,412.0,16.716241052,68.2547123766,0.022547588706578803
17800001,178,1,nord,356.0,15.7160409458,68.6189695629,0.03926976417800846
17700004,177,4,nord,302.0,15.7054432428,68.4074830925,0.04325947240503763
16800003,168,3,nord,217.0,15.2960780725,67.7966344483,0.0401037448572
16600013,166,13,nord,97.0,15.5359783098,67.3440848394,0.04701525267704243
15000001,150,1,nord,69.0,12.5676106158,65.9786273424,0.059578765614959305
18500001,185,1,nord,34.0,14.6292726432,68.6728276175,0.04471758987789796
30700007,307,7,trond,711.0,13.9165089785,64.8867905641,0.05136715457372333
13900015,139,15,trond,700.0,13.258363651300002,65.0177902669,0.05291857343664898
30800001,308,1,trond,625.0,13.7603059996,64.2448717133,0.04594974938213342
12300031,123,31,trond,576.0,11.1311000196,63.26616752060001,0.03887801723350624
30700005,307,5,trond,528.0,14.0156504925,64.4866994975,0.04846708237620029
12400002,124,2,trond,505.0,11.358154134600001,63.4929522993,0.03945696904347613
12700006,127,6,trond,500.0,11.8096928124,63.791180368199996,0.04217126366600719
13300007,133,7,trond,348.0,10.2319088718,63.8040902162,0.023799228543976744
13800001,138,1,trond,294.0,11.0816870447,64.2437790293,0.03661233978117253
12500002,125,2,trond,282.0,11.061493748699998,63.610779818299996,0.03276886259274828
14000002,140,2,trond,270.0,11.4543617988,64.70537653939999,0.043166960306638885
7600005,76,5,vest,1546.0,7.241905558150001,61.6665542182,0.013515981735159818
7500022,75,22,vest,1364.0,7.62113534631,61.5496885637,0.021461017204944297
10900009,109,9,vest,1347.0,9.592639395560001,62.51138425,0.05462819913066356
8800004,88,4,vest,1337.0,6.889670375580001,61.8586938505,
7300004,73,4,vest,1335.0,7.7011314961199995,61.052601404099995,0.029766965134041472
7300001,73,1,vest,1324.0,7.816670707260001,61.0586015151,0.03119308971992998
5000001,50,1,vest,1277.0,6.74495671676,60.3588525808,0.025511900748466473
7200005,72,5,vest,1273.0,7.113902524789999,60.8503484442,0.03534891282396425
4600004,46,4,vest,1236.0,6.26871777365,60.1162197224,0.029275725844462287
4800005,48,5,vest,1232.0,6.7306555087,59.9686479325,0.03129558631492772
5000003,50,3,vest,1226.0,7.1099525882600005,60.427407967700006,0.024860021620185135
10400002,104,2,vest,1226.0,8.12405056822,62.6284650888,0.04448753715375668
4800001,48,1,vest,1090.0,6.54813736031,60.0138925538,0.030572943431146367
7700003,77,3,vest,1000.0,7.0068081933899995,61.2978380371,0.02191551535568245
9800004,98,4,vest,982.0,6.931252195539999,62.068180169099996,
11100005,111,5,vest,917.0,8.78268596169,62.7966358185,0.06172224493620948
8700002,87,2,vest,869.0,6.24007438051,61.7560123793,0.024450809464508075
6200005,62,5,vest,867.0,6.291809036419999,60.6292968801,0.04034664261775325
8300002,83,2,vest,842.0,5.88656275574,61.333359389399995,0.031183183860391865
8400015,84,15,vest,748.0,6.10855535273,61.4909881528,0.031262713373275845
4100001,41,1,vest,681.0,6.010888968430001,59.6829364522,0.03178442356468721
8400020,84,20,vest,673.0,6.064878971690001,61.43176825689999,0.02792496803303397
8000004,80,4,vest,661.0,5.78580590887,61.2034222915,0.02995016471819907
9700001,97,1,vest,591.0,6.59288754194,62.332500446000005,0.034567672167423534
4200002,42,2,vest,526.0,5.834625203330001,59.818088664099996,0.026306537363405425
8900001,89,1,vest,480.0,6.11860856651,61.9197009441,0.020697207874839703
8200004,82,4,vest,464.0,5.39112429574,61.250542204300004,0.030434386099113513
8500002,85,2,vest,429.0,5.519099890950001,61.565339554,0.02874251580896408
5500004,55,4,vest,307.0,5.4393961948300005,60.2510816641,0.03315640630770616
9100002,91,2,vest,252.0,5.166490276969999,62.1624295659,0.02881947610617667
10500001,105,1,vest,235.0,7.7260648214,62.793199794399996,0.03990614347202867
10100001,101,1,vest,159.0,6.617669491769999,62.5313953706,0.0480039720185814
8100001,81,1,vest,51.0,4.936724871619999,61.135485178900005,0.030657972400358502
200268,2,268,ost,1467.0,8.4498700777,61.8029356267,0.024325333094141765
200025,2,25,ost,1326.0,9.274603970669999,61.817371638900006,0.032910860577382996
1200137,12,137,ost,1261.0,8.726649701080001,60.7896772649,0.0420239815313635
1500079,15,79,ost,1229.0,8.26391836472,60.38209406560001,0.02551250665228877
200032,2,32,ost,1205.0,10.2221190528,61.8519384984,0.033279881060306125
200614,2,614,ost,1186.0,9.4051525261,61.858566968699996,0.043202385960115115
200145,2,145,ost,1139.0,10.2775323649,61.3333848,0.0397652251338221
200129,2,129,ost,1099.0,10.4510651639,62.192230127399995,0.04870246803132495
1200097,12,97,ost,1071.0,9.23131507953,60.4719194017,0.03835420431798618
1500049,15,49,ost,1028.0,8.47906451083,60.4929660414,0.03269975781247885
1600066,16,66,ost,1005.0,8.32061475723,59.8355481776,0.04381732833735522
200011,2,11,ost,939.0,11.4787835648,62.361318225699996,0.05312043058627747
1200070,12,70,ost,936.0,9.626174239760001,60.951901790200004,0.04841358799162862
1600075,16,75,ost,905.0,8.06738831823,59.6731716234,0.034107676565772405
1600010,16,10,ost,852.0,8.993230506849999,59.611714265699995,0.045988637411802605
200028,2,28,ost,850.0,10.2708853271,61.215376837700006,0.0559845609201522
31100460,311,460,ost,837.0,12.0183481106,61.664878959700005,0.046921945371802234
1600051,16,51,ost,820.0,8.87475984036,59.4320111184,0.04300674535540152
200604,2,604,ost,817.0,11.560652424,60.8742120704,0.04835338500546538
200267,2,267,ost,807.0,11.2418943207,61.7111157512,0.046285098056816264
31100004,311,4,ost,782.0,11.940042970799999,61.91996114729999,0.04954236045958297
31100006,311,6,ost,781.0,12.322495811,61.2590776466,0.048695999206234714
1500021,15,21,ost,574.0,9.55479775351,59.70734406890001,0.04877021484238874
1600194,16,194,ost,491.0,8.7857909192,59.3490717296,0.05420886453503826
200142,2,142,ost,411.0,12.0471248084,60.641170209799995,0.0608531723294802
2000002,20,2,sor,763.0,8.10052523255,58.8396329494,0.04516625058434398
2400009,24,9,sor,588.0,7.223347914,58.4011394637,0.04000144274909144
2200004,22,4,sor,560.0,7.527672218139999,58.1202369475,0.04335027998500453
2200016,22,16,sor,447.0,7.584351336010001,58.445609965100005,0.042564878403712626
2000003,20,3,sor,354.0,8.20306070728,58.330464422700004,0.0479590432320445
2800007,28,7,sor,178.0,5.646998685850001,58.6927500209,0.04284212425595649
